listing_id,host_id,rating,price,revenue
1075,150,4.0,149,2235
1076,171,4.5,181,3439
1077,155,3.4,160,2400
1078,170,3.9,99,1386
1079,118,5.0,74,2072
1080,166,4.8,58,1218
1081,136,4.0,124,2356
1082,108,4.8,85,935
1083,183,5.0,170,3910
1084,128,4.4,176,3520
1085,117,3.1,149,1788
1086,185,3.2,71,1704
1087,105,3.7,148,1480
1088,191,4.5,182,3640
1089,199,4.1,172,1892
1090,110,3.9,116,3364
1091,156,3.8,149,2235
1092,190,3.2,66,1848
1093,101,4.7,151,2416
1094,196,4.1,69,2001
1095,184,4.7,85,935
1096,183,4.1,128,3456
1097,109,4.3,141,3102
1098,173,3.1,111,1443
1099,196,4.4,178,1958
1100,157,4.8,110,2310
1101,156,3.4,104,2704
1102,101,3.7,90,1440
1103,173,4.8,101,2929
1104,198,3.5,138,4140
1105,176,3.2,116,2320
1106,172,3.9,61,854
1107,152,4.0,135,2700
1108,110,4.7,150,3450
1109,120,4.3,137,2192
1110,172,3.5,67,1675
1111,124,3.1,187,3740
1112,175,3.8,187,3927
1113,173,4.6,110,1430
1114,120,4.8,85,1190
1115,176,4.2,72,1800
1116,182,3.9,69,1035
1117,151,3.6,147,1911
1118,128,4.3,154,1848
1119,154,4.2,181,4525
1120,186,4.5,93,2511
1121,147,4.1,60,1380
1122,106,4.4,179,2685
1123,184,3.6,172,2408
1124,112,3.7,126,2268
1125,121,3.9,140,4060
1126,101,3.2,182,2002
1127,141,3.6,172,3956
1128,160,4.4,97,2425
1129,112,3.2,88,1936
1130,132,3.5,118,3068
1131,141,4.3,178,1780
1132,135,3.3,197,1970
1133,140,3.3,167,3173
1134,127,3.0,142,4118
1135,102,3.5,129,3354
1136,186,3.1,177,4956
1137,115,3.8,152,4104
1138,143,4.2,191,4202
1139,108,3.7,74,1776
1140,178,4.2,105,1365
1141,126,3.2,112,2800
1142,114,3.2,107,1712
1143,193,4.7,121,3146
1144,186,4.1,198,5148
1145,199,3.3,157,1570
1146,175,3.3,192,3072
1147,151,4.4,154,2156
1148,117,4.6,65,1235
1149,107,4.4,108,1404
1150,143,3.0,114,2394
1151,166,3.6,137,2192
1152,111,3.6,92,1288
1153,146,3.2,118,3540
1154,147,4.9,198,5346
1155,127,5.0,73,949
1156,129,3.5,136,1360
1157,164,4.3,177,2124
1158,147,4.6,105,2730
1159,118,4.8,76,2280
1160,149,4.0,88,1144
1161,116,4.0,84,1260
1162,139,4.2,77,1617
1163,194,4.8,115,1265
1164,175,4.9,165,2145
1165,120,3.1,104,3120
1166,141,4.0,135,3645
1167,140,3.8,175,2450
1168,114,3.5,134,1742
1169,185,3.2,51,816
1170,183,4.0,188,5264
1171,182,4.8,110,2420
1172,167,3.9,146,3942
1173,128,4.7,189,2646
1174,194,4.4,188,3948
1175,122,4.1,79,2370
1176,119,3.6,178,5162
1177,121,3.7,177,5133
1178,196,3.5,104,2392
1179,116,3.7,126,3780
1180,163,4.0,120,2040
1181,134,4.9,50,1000
1182,154,4.4,177,4425
1183,161,3.1,187,3553
1184,179,4.4,62,1550
1185,101,5.0,133,3325
1186,181,3.2,167,4843
1187,128,4.5,100,1100
1188,113,3.2,178,4628
1189,167,4.1,86,1376
1190,131,4.2,115,2530
1191,184,4.2,67,1541
1192,172,3.4,180,4500
1193,193,3.4,53,530
1194,109,3.0,70,840
1195,107,3.8,59,1298
1196,140,4.7,90,2430
1197,104,4.2,145,2030
1198,142,3.7,145,1740
1199,165,4.7,138,1656
1200,112,4.9,100,1800
1201,158,3.2,139,4170
1202,155,4.9,67,2010
1203,160,4.7,76,2280
1204,159,4.1,64,896
1205,152,3.1,57,1026
1206,164,3.9,148,2516
1207,132,3.3,109,2071
1208,199,3.2,147,1764
1209,160,3.3,68,1224
1210,151,4.8,157,4239
1211,133,3.1,164,3936
1212,157,3.8,59,767
1213,106,4.4,198,4752
1214,173,3.2,183,2013
1215,148,3.8,126,2394
1216,114,4.5,172,1892
1217,110,3.8,171,2052
1218,168,3.7,142,3692
1219,200,4.0,174,4872
1220,145,3.6,127,3810
1221,116,3.5,184,4600
1222,182,3.6,168,3528
1223,174,4.4,63,1638
1224,118,4.1,136,2176
1225,132,3.9,74,2146
1226,150,3.1,173,4498
1227,119,4.6,121,1331
1228,191,3.5,64,1088
1229,112,3.1,162,4860
1230,165,3.8,189,3024
1231,182,3.4,94,2632
1232,187,3.9,80,1920
1233,156,4.9,120,2640
1234,194,4.2,199,4975
1235,156,4.9,55,990
1236,176,4.8,167,4509
1237,162,4.7,181,4706
1238,183,4.6,73,949
1239,135,4.0,163,3097
1240,165,4.9,132,2904
1241,195,4.9,154,2002
1242,108,3.1,65,1105
1243,124,4.5,60,1740
1244,185,4.8,162,4212
1245,157,3.7,64,1664
1246,142,4.3,58,638
1247,196,4.9,113,1808
1248,167,4.7,65,1430
1249,123,4.5,192,5760
1250,147,4.9,81,1134
1251,144,4.5,124,3472
1252,119,4.0,63,1323
1253,154,3.3,157,2512
1254,135,4.1,73,1752
1255,169,3.8,144,3456
1256,112,3.6,64,1664
1257,159,3.5,90,1440
1258,197,5.0,199,2985
1259,161,4.8,87,1392
1260,157,4.1,178,2314
1261,121,4.8,121,2541
1262,190,4.1,181,3620
1263,108,4.3,58,928
1264,121,3.6,144,2304
1265,113,4.0,151,1963
1266,109,4.8,95,2850
1267,110,4.8,100,1200
1268,181,3.4,73,1898
1269,111,3.9,145,3625
1270,163,4.3,155,2790
1271,124,4.4,137,1507
1272,200,3.6,162,1620
1273,119,3.5,100,2500
1274,152,3.1,192,1920
1275,143,3.5,110,2970
1276,141,4.6,57,684
1277,161,4.2,148,2812
1278,127,3.0,58,986
1279,144,4.6,151,4077
1280,146,3.1,194,3104
1281,137,3.1,80,1840
1282,152,3.8,135,2025
1283,123,3.7,69,1380
1284,136,3.7,131,1310
1285,116,4.0,95,1330
1286,146,4.2,172,2580
1287,178,3.4,102,1428
1288,141,4.6,97,1746
1289,122,4.4,140,2520
1290,128,3.1,118,2596
1291,124,3.2,67,2010
1292,195,4.7,51,510
1293,159,4.2,160,4320
1294,171,3.6,184,1840
1295,122,4.3,147,2499
1296,104,4.1,172,2408
1297,126,4.9,53,848
1298,102,3.9,167,4008
1299,121,4.1,92,2024
1300,142,5.0,153,2601
1301,158,3.5,162,1782
1302,123,3.5,153,1989
1303,102,3.5,64,768
1304,104,4.1,50,600
1305,134,4.0,71,1136
1306,131,4.3,167,4843
1307,192,3.7,56,616
1308,132,3.7,101,2626
1309,106,3.3,141,1551
1310,113,3.3,85,1530
1311,136,4.7,65,1950
1312,122,3.8,108,2700
1313,146,4.9,76,1064
1314,140,4.0,108,1080
1315,184,4.6,145,3915
1316,182,3.1,129,3225
1317,156,3.9,132,1716
1318,124,3.8,174,3480
1319,194,3.7,115,1955
1320,128,4.1,65,1950
1321,151,4.9,106,1166
1322,111,4.3,64,704
1323,146,3.3,122,2562
1324,129,4.7,106,1696
1325,172,3.5,143,2288
1326,136,4.6,176,2288
1327,102,4.9,96,2304
1328,178,4.6,78,1716
1329,199,3.9,86,1806
1330,122,4.0,151,2416
1331,122,3.7,118,2714
1332,164,3.7,96,2784
1333,131,4.3,103,1751
1334,126,4.2,121,3509
1335,173,3.3,121,1936
1336,154,3.2,71,1207
1337,145,4.4,170,5100
1338,155,4.3,117,2925
1339,187,4.6,138,3588
1340,146,4.7,112,3136
1341,172,4.7,186,5580
1342,175,4.6,90,2520
1343,188,4.0,167,1837
1344,200,3.5,63,1890
1345,143,3.4,141,3384
1346,116,4.2,99,1287
1347,198,4.4,193,3088
1348,143,4.9,144,3312
1349,115,4.7,94,1880
1350,156,4.7,182,3640
1351,198,4.7,156,4368
1352,194,4.3,104,1456
1353,135,3.7,83,913
1354,109,3.4,79,1422
1355,133,4.3,62,1612
1356,138,3.2,140,2660
1357,104,4.1,109,2398
1358,134,3.5,124,3596
1359,118,4.6,95,2660
1360,176,3.8,111,1443
1361,192,3.6,88,2552
1362,160,3.7,76,2052
1363,108,3.3,52,1248
1364,185,3.4,134,2948
1365,156,4.9,179,2864
1366,130,3.9,144,4176
1367,130,4.7,101,1919
1368,121,3.1,134,2546
1369,200,4.6,176,5104
1370,151,3.8,198,5544
1371,106,4.6,191,1910
1372,156,3.6,176,2992
1373,140,3.0,113,3390
1374,152,4.6,117,2340
1375,108,3.1,195,4875
1376,117,3.2,83,1245
1377,145,3.8,200,3400
1378,128,4.2,115,2070
1379,188,4.8,118,3068
1380,171,3.9,137,2192
1381,129,4.3,174,4350
1382,133,3.3,132,3168
1383,190,4.4,151,2869
1384,145,3.4,110,1100
1385,178,4.7,187,5236
1386,115,4.0,175,4025
1387,144,4.2,91,1729
1388,111,3.9,148,3700
1389,117,4.6,69,2070
1390,175,3.7,104,2392
1391,184,3.7,129,1548
1392,150,3.3,132,2112
1393,146,3.5,176,2112
1394,109,4.8,91,2366
1395,150,3.6,145,1450
1396,172,3.3,150,4200
1397,151,4.7,131,3537
1398,174,4.2,81,891
1399,137,4.6,116,2900
1400,153,3.9,169,5070
1401,142,4.4,59,1239
1402,138,3.9,143,2574
1403,115,4.9,172,4300
1404,153,4.1,95,1805
1405,143,3.0,94,2444
1406,145,3.4,89,1513
1407,197,3.2,163,1630
1408,147,4.5,66,1980
1409,111,3.2,108,1944
1410,161,3.1,91,1638
1411,175,3.7,125,1625
1412,190,5.0,150,2400
1413,142,4.6,137,2466
1414,163,3.6,107,3103
1415,138,4.3,99,2178
1416,139,4.0,100,1400
1417,122,3.8,188,3384
1418,187,4.3,184,2024
1419,154,3.9,154,3080
1420,150,3.4,139,2919
1421,122,4.9,126,2394
1422,196,3.0,113,2373
1423,107,4.3,93,2046
1424,185,4.3,118,3304
1425,188,5.0,56,1288
1426,133,4.3,69,1518
1427,121,3.6,166,4316
1428,150,4.5,171,4617
1429,144,3.9,133,2527
1430,143,3.2,185,5180
1431,108,4.7,184,4600
1432,181,4.4,83,2241
1433,168,3.8,99,1782
1434,130,4.3,85,1275
1435,142,4.7,70,980
1436,129,4.0,174,4524
1437,188,4.8,52,520
1438,177,4.8,135,3645
1439,139,4.1,56,1008
1440,118,3.8,52,1092
1441,106,3.4,97,1940
1442,121,3.0,160,3840
1443,197,3.6,105,2730
1444,137,4.2,82,1230
1445,150,4.7,143,3432
1446,169,3.0,116,2436
1447,168,4.1,58,1218
1448,140,4.4,179,4296
1449,106,4.1,68,1224
1450,132,3.0,78,1404
1451,200,3.1,71,1065
1452,127,3.2,74,2146
1453,191,4.9,77,1386
1454,131,3.6,153,2601
1455,156,4.2,88,880
1456,107,3.7,100,2800
1457,106,3.2,183,2928
1458,149,3.5,70,1260
1459,193,3.7,105,1365
1460,158,4.8,125,3500
1461,125,4.2,148,3108
1462,107,4.8,171,4959
1463,196,4.7,69,1587
1464,155,3.2,153,2601
1465,188,3.4,180,2520
1466,108,3.6,81,1782
1467,129,4.3,122,1342
1468,129,3.1,155,3565
1469,144,3.1,116,2900
1470,192,5.0,79,2291
1471,134,3.3,134,3484
1472,175,4.7,112,2688
1473,170,4.8,73,1387
1474,129,3.5,61,854
1475,173,3.9,119,1190
1476,155,4.9,66,726
1477,119,5.0,151,1510
1478,156,3.6,50,550
1479,189,4.4,101,2323
1480,190,4.9,149,1639
1481,182,3.5,64,1792
1482,177,3.7,78,1326
1483,175,4.6,191,5348
1484,172,4.9,77,1617
1485,197,4.4,165,1650
1486,110,3.1,171,4617
1487,104,3.2,113,3390
1488,125,3.2,84,1848
1489,129,4.9,99,1980
1490,140,4.7,173,5190
1491,123,3.0,51,561
1492,133,4.0,65,650
1493,122,3.2,134,2680
1494,143,4.5,79,869
1495,167,3.1,157,4396
1496,168,4.4,66,1584
1497,176,4.7,88,2376
1498,153,3.7,125,1375
1499,197,4.7,130,2080
1500,140,5.0,102,2550
1501,138,4.6,172,3956
1502,176,4.1,148,3404
1503,131,3.9,194,2134
1504,184,4.9,105,1785
1505,134,3.9,154,4312
1506,173,3.6,122,2074
1507,189,4.6,97,2037
1508,132,3.6,109,2616
1509,156,3.1,129,1290
1510,138,3.4,177,3717
1511,153,4.6,58,638
1512,138,3.1,200,3400
1513,197,3.9,149,1937
1514,171,3.6,130,1300
1515,147,4.1,53,1113
1516,161,3.9,157,2983
1517,118,3.0,165,4455
1518,132,3.5,138,2070
1519,175,4.2,66,1518
1520,181,3.3,77,2310
1521,119,3.3,193,2316
1522,137,3.1,97,1843
1523,141,3.4,51,1377
1524,147,3.1,84,1260
1525,147,4.3,177,2124
1526,147,3.9,89,2225
1527,193,3.9,181,3982
1528,179,4.0,187,2992
1529,191,3.5,187,5236
1530,107,3.2,130,1690
1531,151,3.8,76,2128
1532,182,4.3,149,3874
1533,167,4.3,66,792
1534,173,3.9,83,1245
1535,149,3.0,143,3146
1536,197,4.2,140,3920
1537,142,3.7,56,728
1538,196,3.5,93,1860
1539,160,4.7,117,2574
1540,156,5.0,155,3565
1541,183,3.4,73,1022
1542,127,4.6,83,1577
1543,118,3.9,91,1183
1544,154,4.7,69,690
1545,113,4.6,68,952
1546,128,3.2,158,2844
1547,183,3.5,180,4500
1548,196,4.4,160,3520
1549,180,4.3,81,1863
1550,159,3.1,162,2916
1551,135,4.9,153,3978
1552,146,3.2,102,1530
1553,162,4.0,181,4344
1554,181,3.8,134,1474
1555,165,4.5,159,4452
1556,104,3.1,60,1080
1557,105,4.1,136,3944
1558,136,4.0,190,1900
1559,178,4.0,176,2464
1560,121,4.5,151,1510
1561,184,3.2,188,2256
1562,128,4.7,55,660
1563,188,4.6,145,3915
1564,186,4.5,59,1770
1565,112,3.0,62,1550
1566,141,3.1,152,4408
1567,108,3.0,178,3916
1568,172,4.1,96,960
1569,144,4.9,65,910
1570,150,3.9,188,4700
1571,170,4.2,179,1790
1572,155,3.6,54,1026
1573,182,3.2,59,649
1574,116,3.3,168,1848
1575,197,3.7,94,2726
1576,178,3.0,91,2548
1577,170,4.5,127,2921
1578,152,3.8,168,4872
1579,162,4.1,173,2768
1580,182,3.5,139,2641
1581,200,4.3,119,2261
1582,155,4.7,63,1008
1583,172,4.7,124,2852
1584,190,4.4,129,1419
1585,186,4.4,77,1848
1586,164,3.9,189,5292
1587,189,4.8,94,2068
1588,194,3.5,83,1411
1589,193,4.1,70,1680
1590,134,3.9,71,2130
1591,158,3.0,171,4959
1592,166,3.6,174,4524
1593,186,4.5,88,1408
1594,106,3.7,157,3297
1595,191,4.3,121,2541
1596,109,4.1,185,2405
1597,188,3.3,82,1312
1598,139,3.2,126,2646
1599,152,3.3,85,2210
1600,161,4.1,110,2860
1601,132,3.5,117,1989
1602,143,4.4,142,1562
1603,105,4.6,134,3216
1604,197,3.0,151,4077
1605,156,4.8,102,1530
1606,133,4.0,73,1168
1607,169,3.1,109,2398
1608,174,4.1,92,1564
1609,187,4.4,169,3887
1610,152,4.8,55,1045
1611,144,4.8,88,2376
1612,134,4.3,161,2898
1613,151,4.0,137,2329
1614,162,3.5,120,1440
1615,186,3.3,181,2353
1616,137,3.6,66,858
1617,143,3.8,155,3100
1618,106,4.0,105,1995
1619,115,4.0,82,1476
1620,198,3.1,170,4590
1621,108,5.0,143,4290
1622,169,4.9,76,2052
1623,149,4.4,116,1276
1624,133,4.5,189,5670
1625,185,4.9,79,2133
1626,134,5.0,85,1785
1627,178,3.8,142,3266
1628,141,4.7,106,1272
1629,167,3.5,103,2163
1630,136,4.1,71,1420
1631,177,4.8,159,3975
1632,113,4.5,141,3948
1633,126,3.7,76,988
1634,140,4.0,200,2200
1635,156,4.0,109,1635
1636,110,3.2,177,4425
1637,128,3.7,66,858
1638,127,4.6,163,4890
1639,115,3.1,81,2025
1640,198,4.3,135,1755
1641,115,4.1,73,876
1642,199,4.2,94,2820
1643,110,4.9,96,1344
1644,159,4.4,139,3892
1645,147,4.6,56,1064
1646,105,3.0,81,1782
1647,175,4.5,79,1422
1648,143,4.5,52,520
1649,112,4.6,161,2898
1650,133,3.5,164,4756
1651,134,3.9,170,4590
1652,116,3.8,172,2236
1653,139,4.4,103,1957
1654,128,3.9,59,885
1655,167,4.1,176,1760
1656,148,3.3,156,3744
1657,149,3.1,73,1022
1658,200,4.7,128,1408
1659,163,4.0,95,1045
1660,123,4.4,191,4011
1661,167,3.3,169,3718
1662,131,4.2,129,1677
1663,144,3.9,76,1368
1664,198,4.1,59,708
1665,115,3.9,139,4031
1666,182,4.5,138,3726
1667,136,4.9,153,3060
1668,173,3.5,170,3230
1669,171,3.2,80,1840
1670,157,4.1,65,1300
1671,180,4.4,65,1625
1672,168,3.5,200,4800
1673,101,3.7,61,1769
1674,191,3.2,102,2550
1675,155,4.2,173,2941
1676,163,4.5,67,670
1677,198,4.1,116,1972
1678,199,3.7,76,1140
1679,160,3.3,122,3294
1680,175,3.9,114,2166
1681,148,3.5,157,3768
1682,116,3.6,199,3582
1683,115,3.0,53,1431
1684,124,3.2,88,1936
1685,154,4.0,57,1368
1686,120,3.2,139,2641
1687,172,3.8,68,1360
1688,102,3.1,92,1472
1689,185,3.4,93,2418
1690,107,4.9,58,754
1691,196,3.3,62,1116
1692,140,3.8,182,2548
1693,127,4.3,141,2820
1694,114,4.2,66,1518
1695,199,3.0,86,2580
1696,115,3.6,187,1870
1697,200,3.2,57,1539
1698,197,3.2,159,1590
1699,163,3.2,145,3480
1700,173,3.9,93,2232
1701,165,4.6,189,5103
1702,122,3.9,187,4488
1703,188,4.6,128,2560
1704,199,3.9,153,2295
1705,166,3.1,53,1590
1706,195,3.1,81,1296
1707,186,3.2,167,2004
1708,176,3.5,50,1250
1709,105,3.9,191,4393
1710,182,4.1,161,2415
1711,188,4.0,60,660
1712,126,4.8,133,3059
1713,129,4.7,98,2254
1714,103,4.1,70,1540
1715,195,3.7,186,4836
1716,180,4.7,72,864
1717,179,4.3,196,3332
1718,197,4.0,134,3484
1719,159,4.5,64,640
1720,142,4.2,72,2160
1721,161,4.6,55,1430
1722,101,3.8,60,1440
1723,157,4.5,119,1547
1724,122,4.4,56,560
1725,123,4.4,156,2964
1726,151,5.0,125,2000
1727,162,4.3,97,2522
1728,125,4.5,158,1896
1729,187,4.5,51,1377
1730,197,3.3,200,6000
1731,160,4.1,141,3102
1732,160,3.7,188,3948
1733,164,3.4,67,1340
1734,164,3.1,176,2288
1735,128,4.3,165,3465
1736,177,3.0,168,3864
1737,194,4.0,73,1606
1738,173,4.2,94,1316
1739,181,3.2,192,4800
1740,139,4.6,103,2266
1741,141,4.8,91,2275
1742,139,3.1,137,1507
1743,184,4.5,75,1425
1744,156,5.0,170,4420
1745,155,3.2,70,1120
1746,114,4.2,161,1610
1747,154,4.4,181,2715
1748,118,4.0,141,3102
1749,157,4.7,177,4071
1750,159,4.4,107,2461
1751,191,3.5,198,5742
1752,102,4.6,173,2422
1753,171,4.7,139,3336
1754,177,4.7,93,2325
1755,183,3.6,90,1170
1756,132,4.5,78,2340
1757,129,4.9,129,1290
1758,137,4.1,99,1386
1759,173,4.9,186,5208
1760,198,3.5,115,1380
1761,117,3.9,129,2580
1762,200,3.5,122,2318
1763,122,3.5,97,2231
1764,144,4.9,75,1275
1765,137,3.0,107,2996
1766,119,4.4,149,4172
1767,169,4.6,104,1144
1768,169,4.4,57,1083
1769,118,3.8,85,2125
1770,146,4.2,111,1221
1771,115,4.4,144,3744
1772,101,4.0,72,864
1773,156,4.6,66,924
1774,183,4.5,118,3304
1775,124,3.8,169,4563
1776,131,3.3,161,4025
1777,170,4.8,155,3255
1778,116,3.8,64,1152
1779,121,4.5,129,1677
1780,145,3.2,54,1134
1781,176,3.1,62,1054
1782,191,4.2,199,4179
1783,180,4.9,163,3749
1784,181,3.3,87,2610
1785,112,4.6,62,930
1786,127,3.3,108,2484
1787,116,3.9,64,1856
1788,183,4.7,115,1495
1789,115,4.8,199,2587
1790,164,4.9,69,1656
1791,194,3.4,50,1250
1792,111,3.3,60,660
1793,189,3.3,176,3696
1794,126,4.5,90,1260
1795,160,3.7,149,3576
1796,127,3.6,83,1992
1797,103,4.9,74,1332
1798,119,4.7,98,1764
1799,131,4.9,76,836
1800,151,4.7,186,5022
1801,182,4.3,96,1152
1802,147,3.9,152,3192
1803,121,3.9,84,1764
1804,149,4.9,133,2261
1805,187,3.2,121,2178
1806,188,3.1,73,1168
1807,117,3.8,192,2112
1808,182,4.7,60,840
1809,186,4.3,60,840
1810,169,4.9,98,2842
1811,177,4.3,187,2618
1812,192,4.8,97,1455
1813,105,3.3,176,2992
1814,182,4.1,73,1022
1815,115,4.5,108,2484
1816,167,4.7,51,1173
1817,144,3.8,77,2156
1818,121,3.3,152,4104
1819,103,3.1,101,1313
1820,101,4.9,133,3591
1821,187,3.9,177,3717
1822,166,3.6,167,4175
1823,111,4.0,165,3135
1824,103,3.5,94,2256
1825,181,3.0,143,3003
1826,108,4.6,64,896
1827,192,3.5,184,3680
1828,120,3.7,78,1326
1829,199,3.3,52,936
1830,148,4.3,161,3703
1831,123,4.0,81,2268
1832,197,4.8,124,3224
1833,141,4.3,156,1872
1834,131,4.7,78,1248
1835,143,3.5,52,1040
1836,190,4.1,193,2702
1837,135,4.1,146,2336
1838,147,3.9,136,2992
1839,110,3.1,182,3458
1840,124,4.7,95,1805
1841,183,3.9,115,3335
1842,165,4.6,116,3132
1843,191,4.8,115,2070
1844,185,4.3,54,1512
1845,122,3.6,103,2472
1846,116,3.9,115,2415
1847,171,4.0,169,2366
1848,132,4.5,51,612
1849,119,3.5,118,1416
1850,167,3.9,107,1284
1851,181,3.7,112,2016
1852,173,4.2,188,2256
1853,135,3.6,200,2200
1854,114,4.9,155,1550
1855,107,4.0,73,1606
1856,124,3.0,124,2728
1857,160,3.8,164,4592
1858,111,4.2,116,3480
1859,114,4.4,183,2196
1860,176,3.3,190,5130
1861,198,4.8,68,1156
1862,150,4.2,129,2709
1863,191,3.9,139,3197
1864,134,3.9,70,2030
1865,143,3.4,101,2424
1866,126,4.7,158,3160
1867,184,4.2,118,2006
1868,161,4.3,55,605
1869,166,3.2,165,4950
1870,172,4.7,178,4628
1871,149,4.9,155,3720
1872,195,3.5,149,3129
1873,122,3.4,74,740
1874,109,5.0,190,2470
1875,144,3.7,89,1513
1876,138,3.3,135,3375
1877,116,3.0,88,1496
1878,138,4.2,125,3125
1879,182,4.6,200,5000
1880,121,3.6,194,3880
1881,155,4.7,70,1120
1882,115,3.8,54,810
1883,122,4.3,135,4050
1884,106,5.0,58,1740
1885,114,4.4,88,880
1886,156,4.9,186,4464
1887,107,3.3,177,2832
1888,184,4.2,75,2100
1889,189,4.4,78,1716
1890,160,4.9,137,1507
1891,144,5.0,85,2210
1892,176,4.5,61,1708
1893,198,4.1,179,2864
1894,168,4.1,174,3654
1895,106,3.3,67,1474
1896,167,4.4,148,3404
1897,175,4.2,139,4031
1898,187,4.3,150,4200
1899,129,5.0,58,1740
1900,195,3.7,140,4200
1901,178,4.5,142,1420
1902,160,4.9,182,5460
1903,173,3.0,142,3834
1904,151,3.1,129,1677
1905,174,4.4,138,2622
1906,197,3.8,92,1380
1907,130,4.3,65,1235
1908,109,3.8,110,1650
1909,179,3.4,94,1692
1910,178,4.4,200,3600
1911,181,5.0,76,1976
1912,141,4.5,116,1276
1913,132,3.6,160,2080
1914,132,3.4,90,2340
1915,111,4.3,141,3243
1916,133,4.4,123,2706
1917,182,4.0,157,4239
1918,146,4.3,137,3973
1919,184,4.5,167,3507
1920,194,4.2,178,2848
1921,121,3.5,138,3726
1922,122,3.8,156,4056
1923,118,3.8,176,1936
1924,145,4.1,174,4872
1925,148,4.9,193,5211
1926,152,5.0,111,1221
1927,123,3.8,178,2136
1928,182,4.8,129,3741
1929,189,4.2,124,2604
1930,196,4.1,104,2496
1931,127,3.3,61,1220
1932,194,3.3,155,3100
1933,190,4.9,136,4080
1934,178,5.0,51,612
1935,170,3.8,136,1496
1936,155,4.0,113,2938
1937,161,3.5,134,2680
1938,198,4.0,172,3440
1939,191,4.1,95,1140
1940,140,4.0,67,1273
1941,116,3.7,197,5516
1942,195,4.5,76,2128
1943,187,3.2,148,2368
1944,132,3.9,107,1070
1945,197,4.0,191,4584
1946,143,3.9,142,2982
1947,155,4.0,79,2291
1948,198,4.7,133,3192
1949,189,4.0,112,1680
1950,161,4.6,63,1701
1951,112,4.0,176,2992
1952,159,4.6,61,610
1953,151,4.5,121,2057
1954,189,4.9,138,4140
1955,104,3.9,80,2240
1956,128,5.0,104,2496
1957,132,4.0,74,1110
1958,160,3.1,189,4158
1959,164,3.8,171,2565
1960,154,4.9,51,969
1961,184,4.6,56,1064
1962,140,3.6,129,3870
1963,112,4.2,159,2703
1964,126,4.8,178,4806
1965,178,4.0,190,3230
1966,159,4.3,99,2079
1967,142,4.2,116,1856
1968,120,3.0,112,2576
1969,130,5.0,197,2364
1970,118,3.7,128,1792
1971,158,4.6,51,561
1972,146,4.3,77,847
1973,187,3.6,190,2850
1974,116,4.7,123,2337
1975,167,4.2,188,2820
1976,148,4.2,107,2675
1977,128,4.5,114,2166
1978,151,4.8,138,3726
1979,186,4.2,102,2142
1980,108,4.9,139,2919
1981,140,3.3,119,1904
1982,139,3.5,87,2523
1983,160,3.9,142,4118
1984,191,4.7,72,1512
1985,192,3.1,96,1152
1986,167,3.9,138,3036
1987,151,4.1,135,3645
1988,142,5.0,200,3200
1989,168,5.0,62,1302
1990,180,3.6,72,1224
1991,128,4.0,198,5940
1992,187,4.9,70,910
1993,119,4.5,113,1695
1994,150,4.8,188,4136
1995,114,4.6,75,2025
1996,102,3.5,164,4428
1997,106,4.9,75,1575
1998,135,4.2,162,1782
1999,137,4.5,153,2601
2000,129,4.3,135,2025
2001,186,4.2,124,3720
2002,109,3.2,134,2144
2003,102,4.2,77,1617
2004,112,4.0,189,3402
2005,134,4.3,185,3145
2006,121,3.5,127,2540
2007,156,3.2,174,3306
2008,116,3.6,115,3335
2009,179,3.1,111,2886
2010,102,4.8,83,1162
2011,130,4.2,195,2730
2012,195,3.8,62,1116
2013,160,4.2,152,1824
2014,185,3.8,192,4416
2015,167,3.1,105,2520
2016,133,4.2,61,793
2017,186,4.9,192,2688
2018,153,3.1,121,3509
2019,189,3.0,93,1488
2020,136,3.2,163,1956
2021,120,3.2,78,1404
2022,176,3.6,146,1460
2023,156,3.2,196,3136
2024,121,4.5,123,3567
2025,176,4.4,99,2673
2026,189,4.4,59,1475
2027,138,4.4,126,1260
2028,141,3.7,95,1235
2029,101,3.2,148,4292
2030,105,4.9,171,4959
2031,174,4.2,194,3298
2032,114,4.7,139,1390
2033,153,4.0,133,3059
2034,188,4.6,107,2033
2035,129,3.9,116,1508
2036,162,3.1,99,1188
2037,126,3.5,181,2534
2038,184,4.5,168,1848
2039,193,3.5,74,1258
2040,151,4.4,138,3588
2041,138,3.6,129,2580
2042,141,3.7,84,1932
2043,103,4.5,72,1440
2044,153,4.9,68,1156
2045,150,4.7,110,1540
2046,168,3.3,50,1400
2047,175,3.1,82,1394
2048,139,4.9,63,1701
2049,115,4.6,110,3080
2050,112,4.8,175,3675
2051,190,3.6,155,3875
2052,176,4.9,132,2508
2053,133,3.4,68,680
2054,192,3.1,86,1204
2055,122,4.9,92,1104
2056,137,4.1,81,1701
2057,146,4.1,173,3460
2058,151,4.8,65,1040
2059,173,4.8,58,1508
2060,112,4.2,62,1364
2061,129,3.0,166,4814
2062,121,3.5,76,1596
2063,170,3.5,135,1890
2064,181,3.3,75,2175
2065,167,4.8,69,2070
2066,123,4.3,56,616
2067,192,3.8,170,2040
2068,174,4.8,129,2451
2069,199,4.3,161,2093
2070,162,4.8,54,1458
2071,196,4.6,162,3240
2072,134,4.8,100,2800
2073,179,3.1,132,1980
2074,158,4.1,86,2408
2075,171,4.1,51,1224
2076,102,5.0,63,1638
2077,137,4.6,162,4212
2078,145,3.0,131,3930
